president,sentence
macri,A mí me hizo acordar a mi club de barrio en Tandil donde yo pasaba durante toda mi infancia mis vacaciones donde aprendí a nadar donde me parecía enorme la pileta hasta que volví años después y vi que no era tan grandota porque yo era muy chiquitito.
macri,Y bueno creo que en esa película Juan José Campanella un grande de este país nos hizo vivir algo muy especial: nos hizo sentir junto a Ricardo Darín y ese grupo de actores maravilloso los valores que se viven que se sienten en la vida de un club de barrio como éste.
macri,Creo que Juan José mandó una carta ¿no?
macri,Si alguien tiene la carta por ahí para leerla… ¿está abajo del atril?
macri,Bueno Iris ¿la querés leer vos?
macri,IRIS PARDAL (Presidenta del Club).- “Buenos días a todos.
macri,En el año 2002 tuve la oportunidad de conocer al Club Juventud Unida de Llavallol; en un momento desesperante para el país en ese club vi otra Argentina una Argentina que peleaba que se miraba cara a cara con el infortunio y aun así no bajaba los brazos; y que lo hacía como lo hacen los verdaderos héroes sin esperar recompensa ni reconocimiento a puro corazón.
macri,Ese mismo día decidimos dar a conocer ese club a un país que lo ignoraba.
macri,El enorme eco que encontró “Luna de Avellaneda” nos hizo saber que había cientos de clubes en todo el país en la misma situación.
macri,Entonces como ahora el gran problema eran los gastos: cuotas exiguas y enormes gastos de mantenimiento impedían que los clubes pudieran convertirse en una opción competitiva frente a otras formas de entretenimiento.
macri,Pero los clubes son mucho más que entretenimiento: son comunidad son lugares de contención y en muchos casos la única opción que tiene un chico frente a la calle.
macri,Pero sobre todo son lugares de pertenencia: uno no es un cliente de un club es un socio es una familia es defensor de esos colores.
macri,Un chico sin familia sin lugar de pertenencia es presa fácil de los encantadores de serpientes que lo usan para su provecho.
macri,Como todo cambia quizás también deba reevaluarse la función de los clubes en una sociedad que sufrió muchos cambios a lo largo del último siglo: en aquellos años eran lugares en donde se reunían las familias; hoy muchas veces el club reemplaza a las familias.
macri,Hace poco conocí la cooperativa La Juanita de Toti Flores.
macri,Preguntando a la gente que le ayudaba por qué ese tipo de emprendimiento no se multiplicaba me respondieron: hace falta muchos Toti Flores.
macri,Bueno están; están en las comisiones de los clubes cuyo único objetivo es servir a las familias y a los chicos tirarles una mano ayudarlos para que se desarrollen.
macri,Esta urgencia y vocación de servicio es tarea del Estado.
macri,Para finalizar recuerdo una charla con Carlos Véliz el vocal principal de la Comisión Directiva en aquel momento hablando de su firme negativa de ser manipulado por los poderes políticos de turno.
macri,Me aclaró en una frase llena de sabiduría: “Nosotros no somos apolíticos somos apartidarios”.
macri,Se agradece desde el corazón todo lo que el Estado pueda ofrecer para entronizar estos lugares de convivencia que el Estado ayude a que florezcan y se multipliquen; que cumplan una función social que ayuden a sacar chicos de la calle que les den un lugar de pertenencia un lugar al que amar.
macri,Y digo el Estado así apartidariamente no por desagradecimiento al Presidente de la Nación -aquí presente- sino desde el más profundo deseo de que los clubes cada vez tengan más una función política y sigan siendo firmemente apartidarios.
macri,Juan José Campanella agradece personalmente al Presidente de la Nación por toda la ayuda que pueda brindar a mí -aquí presente- y al venerable y querido don Raúl Duhalde pilares de Juventud Unida y a las comisiones de todos los clubes del país a los chicos y familias que los mantienen vivos y a todos aquellos que buscan desde hace años contestar la pregunta con que termina “Luna de Avellaneda”: ¿cómo se hace un nuevo club?”.
macri,Gracias Juan José -está en Estados Unidos trabajando- prometió que va a traer nuevas producciones a realizarse en la Argentina para también generar trabajo que es nuestro gran compromiso.
macri,Pero antes de generar nuevos tenemos que cuidar los que tenemos porque -como les decía- acá hemos dado en instituciones como ésta todos primeros pasos que tienen que ver con la amistad con el compañerismo con saber competir en el deporte con la solidaridad.
macri,Y lo más lindo de estos clubes es que seguramente muchas veces terminamos volviendo a reencontrarnos en el club para compartir en nuestros últimos tiempos horas muy lindas jugando cartas -ya no hacemos deportes tan activos pero jugamos cartas bochas y otras cosas-.
macri,Y en el medio como padres ocupándonos de que el club continúe con el hombro de cada uno de nosotros con un empujoncito y la ayuda de cada uno de nosotros.
macri,Como pasa hoy acá que me dicen que Alejandro que hoy cumple 43 años -no sé dónde está Alejandro-.
macri,43 años Alejandro feliz cumpleaños.
macri,Sos el profesor de básquet me dicen tus dos hijos de veintipico también juegan al básquet; les ha gustado el desafío.
macri,Y tu mujer que acá aprendió ahí está Verónica acá diste tus primeros pasos en danzas así que un día de estos podemos bailar juntos porque somos dos profesionales.
macri,Ahora ayudás con el buffet y lavando la ropa del equipo y esta cosa que tiene que ver con el amor y con las ganas de llevar adelante estas instituciones tan maravillosas.
macri,Por eso en línea con lo que todos queremos que estos lugares sigan siendo una parte central una parte extendida de nuestras familias porque claramente cuando estos clubes existen y tienen este calor de los socios de los miembros es como una parte más de nuestra familia es que queremos -como decía la Gobernadora- acompañarlos en este momento difícil de la transición que estamos recorriendo a ordenar sincerar nuestra economía para poder crecer para que vuelva a haber trabajo para que este estancamiento que lleva más de cinco años se termine y que todos los chicos que comienzan hoy con tantas ilusiones en el club en la educación que reciben todos los días puedan realizar sus sueños a través de un buen trabajo.
macri,Y por eso queremos acompañarlos devolviéndoles el 40% de la tarifa eléctrica en esta transición -retroactivo al 1° de abril porque a algunos ya les llegó-.
macri,A algunos ya les llegó la factura del mes y estaban muy preocupados así que lo hacemos retroactivo al 1° de abril pero con el concepto que también expresó María Eugenia; yo los invité el 1° de marzo -ese día tan emblemático en el Congreso de la Nación- a construir un puente un puente entre la Argentina que somos y la que podemos ser; entre la Argentina de hoy en la cual nos han querido hacer creer que no podemos que no debemos aspirar a vivir mejor y la que nosotros sentimos de corazón que hemos decidido emprender juntos; emprender trabajando codo a codo sabiendo que el trabajo de cada uno de nosotros es importante para construir ese país que soñamos.
macri,Pero ese puente hay que construirlo y tiene éxito si lo cruzamos todos.
macri,Y este tipo de medidas que estamos tomando hoy es justamente en esa línea de que esta transición la podamos recorrer haciendo los máximos esfuerzos todos juntos en función de esos sueños que compartimos.
macri,Así que gracias por recibirnos acá gracias a este club maravilloso por haber sido escenario para poner en valor y ratificar nuestro compromiso con el amor con la convivencia con la amistad con el compañerismo que tiene que ver con Juventud Unida como tiene tanto que ver con cientos de clubes por todo el país.
macri,Sigamos trabajando juntos porque vamos por el camino correcto.
macri,Muchas gracias.
macri,PALABRAS DEL PRESIDENTE MAURICIO MACRI EN EL ACTO DE DAR INICIO AL SERVICIO DE TRENES DE PASAJEROS ENTRE CONTITUCIÓN Y QUILMES DE LA LÍNEA ROCA Buenos días a todos.
macri,Una alegría estar acá con todos ustedes este sábado a la mañana.
macri,Gracias a los muchachos de la UOCRA que están muy entusiasmados.
macri,Gracias a ellos en serio por el trabajo hecho a la empresa al ex ministro Randazzo que comenzó estas obras que hoy estamos inaugurando parcialmente y que a partir del lunes a las 5 de la mañana -tenemos la suerte de poder comunicárselo a los 120.000 pasajeros que toman esta línea entre Quilmes y la estación Constitución- van a recorrer ese tramo en 24 minutos en forma segura y cómoda que es lo que todos queremos.
macri,Acá lo que estamos ratificando es un compromiso a trabajar todos los días para que la gente viaje mejor.
macri,Y el eje del viajar mejor es el transporte público tarea que tiene que convocarnos permanentemente no a partir de que haya una tragedia sino que todos los días tenemos que trabajar para que nuestro sistema de transporte sea cada día mejor.
macri,Porque cómo viaja el trabajador cómo viajan los argentinos es una parte fundamental de la vida de cada uno.
macri,Y esto significa trenes mejores nuevos modernos -los invito a que los cuidemos- electrificación que nos asegura confort tiempo y menor daño al medio ambiente mejores estaciones en las cuales acá el Ministro se ha comprometido a trabajar y que en algunos meses veamos las mejoras - porque el lugar donde nos convocamos es en la estación y en el entorno a la estación- con mejoras de iluminación y accesos.
macri,Todo esto combinándolo con una red de metrobuses que tiene que crecer en el Gran Buenos Aires y en todo el país porque también se ha probado como un buen sistema de transporte alternativo.
macri,Entonces creo que todo este trabajo que estamos comenzando tiene que ver con esto que hemos dicho y que he asumido: cuidar a los argentinos.
macri,Por eso es que necesitamos entender que el Estado tiene que estar presente; necesitamos un Estado inteligente que se ocupe de estas cosas de cómo viajamos de nuestra seguridad de la educación pública de la salud.
macri,Por eso es tan importante que entendamos que el Estado es responsabilidad de todos que todos tenemos que estar atentos a qué se hace con el Estado; que el Estado no es del intendente Martiniano acá en Quilmes o de la Gobernadora de la Provincia que hoy no nos pudo acompañar o de un ministro.
macri,El Estado es de cada uno de los argentinos.
macri,Entonces tenemos que preocuparnos de qué es lo que hacen con el Estado.
macri,No puede ser que el partido que gana y que gobierna hace lo que se le ocurre.
macri,O que utilice al Estado para acomodar a sus amigos a sus familiares tanto cuando llega como cuando se va.
macri,El Estado tiene que estar formado por gente capaz de carrera que se ocupe de todas las cosas que hablamos antes y que tienen que ver con nuestra mejor calidad de vida.
macri,Este es un trabajo que comienza y que como dije al principio debe continuar permanentemente porque siempre vamos creciendo vamos desarrollándonos y necesitamos que el Estado inteligente piense cómo contenernos a todos cómo ayudarnos en este caso a viajar.
macri,Entonces felicito a ambos ministros por esta iniciativa que comenzó y que debe continuar porque hay que llegar hasta el final del Roca y el Roca se tiene que integrar al RER que es un proyecto que busca conectar todos los trenes del Área Metropolitana cosa que va a mejorar la calidad del transporte a entre 3 y 4 millones de pasajeros.
macri,Este tipo de proyectos que devuelven miles y miles millones de horas a los pasajeros para que decidan en libertad si quieren quedarse en sus casas junto a sus afectos o si quieren estudiar más o si quieren trabajar más hace que ellos puedan decidir porque hay un Estado inteligente con un Gobierno que lo conduce que les permite ir a sus trabajos en muchísimo menos tiempo o a su hospital o a su escuela o a lo que corresponda.
macri,Entonces todos comprometidos como hoy acá ratificando que estamos para cuidar a los argentinos en cada etapa de su vida y en cada momento de su día es que felicito a los que han trabajado.
macri,Pero esto tiene que ser solo como dije el comienzo el comienzo de una tarea que nos obliga permanentemente a mejorar.
macri,Porque los argentinos necesitamos mejorar y nos hemos dado cuenta que unidos somos capaces de hacer grandes cosas; nos hemos dado cuenta que unidos podemos aspirar a vivir mejor y vamos a vivir mejor como me cabecea acá la señora ¿no es cierto?
macri,¡Vamos!
macri,Así que gracias a todos los que han trabajado de vuelta funcionarios empresa trabajadores querido amigo Intendente que está comenzando la mejor de las suertes para que Quilmes también vaya recuperándose de años de desinversión.
macri,Felicitaciones y muchas gracias de corazón.
macri,Gracias muchas gracias.
macri,(APLAUSOS)
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN LA ASUNCIÓN DE JORGE FAURIE COMO CANCILLER EN EL SALÓN BLANCO DE CASA ROSADA Yo voy a interrumpir el juramento en este momento porque no es ni cualquier juramento ni cualquier despedida.
macri,Justamente quería empezar por eso: cuando yo hace casi dos años le dije a mi equipo que buscase quién era la persona más indicada para esta etapa tan importante que soñábamos empezar a recorrer en nuestro país vinieron y me dijeron “una señora que se llama Susana Malcorra”.
macri,Yo me dije “de algún lado la conozco a esta mujer” y me acordé que la había visto una sola vez en mi vida empresaria cuando ella estaba en Telecom.
macri,Dije: “¿Es tan buena?
macri,“sí ella tiene realmente un nivel de relaciones en el mundo es la Jefa de Gabinete de Ban Ki-moon y sería un gran aporte”.
macri,Entonces dije: “convóquenla”.
macri,Ella se sorprendió y dijo “quiero hablar con el candidato” –porque yo todavía era candidato- y se vino a Buenos Aires por 24 horas se sentó y me preguntó “¿Por qué yo?
macri,” Yo le dije: “porque me dicen que sos la mejor y yo me comprometí con la gente con los argentinos a convocar a los mejores porque acá está en juego el futuro del país el futuro de nuestras familias”.
macri,Ella dijo: “la verdad me sorprende que me des esta oportunidad y obviamente presumo que la línea es buscar lo más rápido posible una integración inteligente al mundo”.
macri,Se fue no tuve muchas percepciones en esos minutos porque es como yo bastante corta de palabras como ingeniera porque la parte que ella traía estaba bien el tema era si íbamos a poder trabajar en equipo siempre es mi obsesión que podamos convivir y sumar cada uno lo que tiene para dar.
macri,La verdad es que fue maravilloso fue como si hubiésemos trabajado toda una vida juntos la verdad nos llevamos de primera conmigo con Gabi con Marcos con todos en general.
macri,Realmente fue una experiencia maravillosa por eso es que cuesta esta despedida pero por suerte la tenemos ya comprometida con este Foro con este Comité al que nos va a seguir ayudando y aportando porque la tarea realmente ha sido increíblemente exitosa en muy poco tiempo la Argentina ha logrado un nivel de visibilidad de apoyo de entusiasmo en el mundo que es verdaderamente único en la historia de nuestro país.
macri,Obviamente esto es una parte central de lo que hemos definido como el cambio cultural entender que la Argentina aislada del mundo no va a realizar sus potencialidades la Argentina aislada del mundo no va a lograr reducir la pobreza que es mi principal compromiso como Presidente ayudar a que cada vez más argentinos salgan de la pobreza porque tienen una oportunidad de ser protagonistas de hacer su aporte pero para eso no sólo hay que integrarse al mundo tienen que venir la Canciller alemana después de doce años el Presidente de los Estados Unidos el Presidente de Italia o recibirnos en todas partes del mundo como lo han hecho una y otra vez los líderes más importantes sino que la parte nuestra del cambio cultural central que lo hemos definido como la verdad la verdad en todo no sólo en decir cuál es la verdadera inflación o los verdaderos problemas de inseguridad o del narcotráfico sino la verdad en cada cosa que hacemos todos los días como el atajo a obtener el mejor resultado y alejándonos definitivamente de creer que los comportamientos mafiosos el premiar al vivo al que encuentra el atajo es el camino porque ese camino nos trajo a una Argentina con treinta por ciento de argentinos excluidos del sistema a una Argentina confrontativa a una Argentina dolorida tenemos que estar realmente convencidos de lo que estamos haciendo.
macri,Acá lo que estamos tratando de hacer es trazando una raya entonces aquellos que hayan hecho lo que hayan hecho si ahora entienden hacia dónde vamos y aceptan estas nuevas reglas bienvenidos no queremos seguir en una pelea uno por uno queremos que entiendan que la Argentina cambió que los argentinos decidimos algo distinto y que esto es central porque cuando hablamos que va a ser la tarea de nuestro nuevo Canciller terminar de incorporar a la Argentina a la OCDE la OCDE significa un montón de reglas que enfocan esto decir “señores si estás en este club es porque ya sabemos que no vas a llevarte la plata con la mano sabemos que no le vas a hacer trampa al sistema que nos va a ahorrar un montón de tiempo porque el tiempo es escaso por más que la medicina mejora y la longevidad aumenta el tiempo siempre es escaso”.
macri,Todo este sistema que hemos hecho los argentinos de premiar la viveza criolla mal entendida nos llevó a perder tiempo y oportunidades entonces tenemos que enfrentar esas cosas enfrentar por ejemplo a la mafia de los juicios laborales eso es algo que hay que enfrentar y terminar porque destruye la generación de empleo futuro este grupo de estudios laboralistas que por suerte son una minoría con un grupo de jueces minoritarios laboralistas conducidos por Recalde le ha hecho mucho daño a la Argentina porque sabemos que cuando ellos convencen a un pibe a un trabajador de una pyme de que tiene que hacer ese juicio indebido y se lo hacen ganar porque tienen armadita la cosa para llevarse la mayor parte del juicio ellos dejan a siete ocho diez o doce trabajadores en la calle porque la pyme cierra y dejan a un montón más de gente sin poder acceder a un trabajo porque aquel que tiene que tomar la decisión tiene miedo a que su esfuerzo se le vaya en uno de estos comportamientos mafiosos.
macri,Creo que hemos hecho un montón y quiero realmente en este punto agradecerle y pedirles a todos un aplauso para Susana.
macri,(APLAUASOS).
macri,Eso para que no digan que los ingenieros no tenemos sentimientos.
macri,Estamos en un momento único de nuestra historia no repetible porque yo estoy acá porque una mayoría decidió desafiar todos los pronósticos cuando nadie pensaba que esto era posible los argentinos lo hicieron posible obviamente la mala parte de la historia era que el punto de partida no era arriba de la montaña era no digo en el fondo del mar pero sí algunos metros debajo del mar.
macri,Pero lo bueno es que construir lo que queremos es un camino que nos tiene que contagiar entusiasmo nos tiene que contagiar alegría porque de eso se trata la vida de ser parte de una construcción ser parte de un desarrollo eso es lo que hace sentirte feliz.
macri,Como esas cuatro chicas que me recibieron en la fábrica que acababan de alquilar en Vicente López en la parte de Villa Martelli y habían arrancado con quince metros cuadrados hace once años y ahora iban a ir por 1.200 con el apoyo del Banco Provincia que las apoyaba porque ellas decían que a nosotros siempre nos falta balance tenemos mucho corazón y nos falta balance.
macri,Y yo las veía a ellas y se los dije “es maravilloso que hayan hecho esto porque ustedes no son las mismas que hace once años ustedes crecieron en la frustración en el mejorar en el batallar”.
macri,Y eso es lo que yo sueño para los argentinos que cada uno encuentre ese lugar de donde al ser protagonistas les permita crecer y cuando uno crece naturalmente tiene más generosidad para dar para aportar y no se resiente como le pasa a una parte de la sociedad que desde el resentimiento y desde el enojo busca culpables en vez de decir ´busquemos soluciones y no culpables´ que lo llaman la famosa “grieta”.
macri,Yo creo que ahí hay un camino maravilloso de rencuentro que parte de la base de decir que cada uno tiene algo para aportar no es que una parte de la Argentina va a ser este milagro lo tenemos que hacer todos juntos este es el desafío que tenemos y una parte central sin duda es seguir profundizando nuestra relación con el mundo seguir entendiendo que integrarnos animarnos a competir es algo que nos va a hacer mejorar.
macri,Larguemos los miedos larguemos la cosa de los prejuicios y creámonos que somos capaces de negociar en términos equitativos y que lo que aportamos lo podamos cosechar con creces es lo que he hecho toda mi vida y en una situación de honestidad insisto tampoco podemos ir a negociar en base a la mentira hay que decir la cosas como son y saber que tenemos mucho para aportar al mundo mucho en un mundo lleno de dudas y de conflictos la Argentina hoy se presenta como una oportunidad pero lo importante es que dejemos de ser la oportunidad para ser la realidad y ese es el desafío que tenemos por delante.
macri,Y ahí es donde señor Canciller con toda su trayectoria en la diplomacia ha tenido realmente mucho apoyo de todos sus colegas tiene una tarea doble o triplemente compleja porque no solo es reemplazar a una canciller como la ingeniera Malcorra sino que en un momento muy especial de la Argentina donde la novedad va pasando y cada vez nos van a demandar más hechos concretos el desafío de la OCDE la integración del MERCOSUR la negociación con la Unión Europea son todas cosas que van a empezar a poner a prueba si realmente este cambio lo sentimos de verdad que viene de “acá” de los dos lugares este cambio lo hemos decidido sabiendo que hay que entregar algunas cosas que indebidamente algunos acumularon en función de un país como el que soñamos y el que nos merecemos.
macri,Así que perdón escribano porque interrumpí ahora sigamos con el juramento.
macri,Gracias a todos por escucharnos.
macri,(APLAUSOS)
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI LUEGO DE LA FIRMA DEL ACUERDO DE COMPROMISO PARA EL EMPLEO CON LAS PRINCIPALES CÁMARAS EMPRESARIAS DESDE EL SALÓN BLANCO DE CASA ROSADA.
macri,Buenas tardes a todos gracias por acompañarnos hoy: la verdad que estoy muy contento de este encuentro que tiene como objetivo defender el trabajo argentino.
macri,Ustedes saben que es una obsesión para este Gobierno para mí nuestro principal compromiso que es generar trabajo.
macri,Porque todos sabemos que el camino hacia la pobreza cero se basa en más y mejor trabajo; más y mejor educación pero no cualquier trabajo.
macri,Todos queremos generar trabajo de calidad trabajo calificado un trabajo que agregue valor que les genere orgullo a las personas que al centralizarlo siente que hacen su contribución todos los días para que el país pueda crecer.
macri,Y estoy seguro que lo podemos lograr ustedes lo saben porque nuestra gente tiene talento tiene creatividad tiene empuje y claramente – si trabajamos juntos – vamos a generar millones de puesto de trabajo.
macri,Pero también tenemos que recordar el punto de partida que no es un punto de partida fácil porque el desorden de nuestra economía: 700 por ciento de inflación acumulado; un Estado sin planeamiento sin herramientas poniendo trabas impedimentos ha generado un estancamiento que lleva casi 5 años.
macri,Hace 5 años que no se genera trabajo de calidad en la Argentina.
macri,Tenemos además 3 millones de argentinos que están en situación laboral precaria y un tercio de los adultos no sólo no tienen trabajo sino que ni siquiera ya buscan trabajo.
macri,Y no son números pues detrás hay familias hay personas hay angustia hay preocupación.
macri,Por eso les digo hoy de vuelta: no nos olvidamos de ellos.
macri,Recién hablaba con los compañeros gremialistas y les decías que nuestra tarea es ocuparnos de todos los argentinos que todos tengan acceso a ese buen trabajo.
macri,Y por eso hoy es muy importante que debatamos en serio cómo se genera trabajo desde qué lugar podemos construir y crear trabajo.
macri,Eso se genera a partir de sembrar confianza de tener reglas de juegos claras previsibles sostenibles en el tiempo que traiga inversión y la inversión trae trabajo de calidad.
macri,Eso es lo que todos queremos.
macri,No viene de la mano de las imposiciones de las trabas de las arbitrariedades viene de la mano de la generación de inversiones.
macri,Por eso hoy quiero agradecerles este compromiso que han asumido hoy y que se seguirá incrementando en las adhesiones en los próximos días; un compromiso que tiene que ver con un momento del país donde todos tenemos que poner el hombre para poner ese país en marcha.
macri,Es una transición difícil – claro que sí – delicada el sinceramiento de la economía y por eso tomamos medidas sociales que ayudan que alivian a más de 10 millones de argentinos y le hemos llegado con distintas medidas que anunciamos en días pasados y que ya están funcionando muchas de ellas.
macri,Entonces acá lo que les pido claramente es no solo este compromiso que han asumido de conservar sus plantillas laborales por los próximos meses e incrementarlas sino transmitir también esta confianza que tenemos en nuestro futuro en transmitir que somos capaces que realmente se ha abierto una etapa en la Argentina que a partir del diálogo entre sindicatos empresas y Gobierno vamos a ir creando estas autopistas de crecimiento y desarrollo.
macri,Muchos de ustedes ya me han visitado y me han dicho “arrancamos con las inversiones” como Globant que va a tomar 5.000 jóvenes en los próximos años o Pérez Companc que va ampliar su planta y dará 1.100 puestos de trabajo y así habría decenas de empresarios que están presentes y que lo habrían anunciado.
macri,Este es el camino créanme que no hay otro el de confiar en nosotros mismos el de confiar en nuestras capacidades.
macri,Por eso hoy también les quiero decir que creo en el futuro que espero mucho más del futuro más inversión y más trabajo.
macri,Y que todos ustedes no pierdan ni una oportunidad ya que lideran en sus fuerzas laborales que lideran en sus entornos de acrecentar esa confianza que los trabajadores vean que encuentran codo a codo en el empresario un compañero de ruta a partir de apostar al crecimiento del país.
macri,Pero también quiero decirles a todos los que son parte del escenario político que muchos analistas dicen si se hace o no política.
macri,Yo quiero decirles qué es hacer política: para mí hacer política es dialogar todos los sectores alrededor de una mesa buscando coincidencias pero con el objetivo de lograr soluciones concretas crear instrumentos para poder crecer para que cada argentino pueda crecer que el crecimiento sea un valor compartido.
macri,No es hacer política reunirse para crear trabas para impedir el desarrollo de la comunidad.
macri,Eso es volver a caer en eso que les pedí que desterremos que es la viveza criolla mal entendida.
macri,Entonces reunirse para crear instrumentos que traben el desarrollo de la Argentina eso no es hacer buena política.
macri,Eso es bastardear la política.
macri,Tenemos un enorme futuro por delante cada día estoy más convencido de ello me convencen ustedes y los millones de argentinos que tengo la suerte de encontrar semana tras semana recorriendo el país.
macri,Entonces cada uno de nosotros pongamos lo que tenemos que poner lo que estamos poniendo y ese es el camino que nos va a llevar a la Argentina que todos soñamos.
macri,Nuevamente gracias y espero que muchos más vayan firmando en los próximos días porque nuestro tema no es conservar los empleos que tenemos es crear millones de nuevos puestos de trabajo para todos los argentinos.
macri,Muchas gracias a todos.
macri,(APLAUSOS)
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN EL ACTO DE INAUGURACIÓN DE UNA PLANTA DE ALFAJORES HAVANNA EN EL PARQUE INDUSTRIAL DE BATÁN GENERAL PUEYRREDÓN PROVINCIA DE BUENOS AIRES.  
macri,Hola buenos días o buenas tardes no sé a qué hora estamos porque yo vengo viajando desde Córdoba y todavía no almorcé pero por suerte nos acompaña este día maravilloso con un poco de viento que le complicó la vida a la Gobernadora pero a nosotros nos alivia sino estaría mucho peor.
macri,Gracias Carlos con este look que me sacaste hoy con el bastón por esta invitación a compartir con la familia Havanna porque esto es una familia.
macri,Recién una de las chicas que me dice que arrancó hace mucho hace 43 años que trabaja acá no lo puedo creer.
macri,Son cosas….
macri,y 39 usted bueno no se pongan celosas no me van a decir cuánto llevan cada uno dije la que más años también 38 y 39 son un montón de años.
macri,(APLAUSOS).
macri,Este es el valor de una empresa que trabaja que combina una buena conducción con una buena gerencia con buenos empleados y terminan – al final del día – funcionando como una buena familia donde uno se identifica y yo siento y estoy convencido que todos ustedes se sienten orgullosos de lo que producen de lo que hacen.
macri,Y esto es algo maravilloso porque tienen que ver con para qué estamos en este mundo para la satisfacción interna de cada uno que pasa – sin dudas – por lo que hacemos por lo que logramos con nuestro propio esfuerzo no por lo que nos regalan.
macri,Tal vez nos gusta que nos regalen cosas pero eso no nos lleva hacia la felicidad.
macri,La felicidad se logra cuando cada uno de nosotros sentimos que nos estamos superando que cada día hacemos las cosas un poco mejor eso es lo que nos marca la enorme diferencia y eso es lo que yo creo que es lo que hemos recuperado en este año en términos de entender de cómo salimos hacia ese futuro que todos queremos que no tengamos que escuchar más esas recetas mágicas que sin esfuerzo sin nada tenemos derecho a todo y eso nos va a ayudar al lugar donde queremos.
macri,Eso fue una gran mentira que nos llevó a frustraciones a enojos a grietas que lo único que hicieron fue complicarnos más la vida con lo cual quiero agradecer y felicitar a los accionistas de Havanna por haber vuelto a creer en nuestro país en Mar del Plata en sus trabajadores por haber apostado decenas de millones a una nueva planta que va a mejorar 50 por ciento de la capacidad porque queremos llevar este orgullo argentino – que es Havanna – a todo el mundo.
macri,Eso es algo maravilloso y la verdad que todos lo sentimos cuando de golpe nos sorprendemos no sólo con alguna camiseta de Boca siempre en algún lugar sino con una caja de alfajores Havanna nos ponemos todos realmente muy contentos.
macri,Y nos ponemos muy contentos porque es realmente nuestro trabajo es la demostración de que somos capaces de hacer cosas valiosas y que la pueden disfrutar también otros en otras partes del mundo.
macri,Y creo que lo que ustedes pusieron es lo que ponemos todos cada vez que abrimos un alfajor Havanna nosotros abrimos un alfajor Havanna confiando en que eso equivale a algo va a ser rico a un producto de calidad es lo mismo que ustedes han hecho: confiar en que pueden hacer mucho más de esto.
macri,Pero también sabemos que – más allá de esta historia maravillosa con casi 2.000 familias que trabajan gracias a Havanna todos los días – necesitamos muchas más fábricas como estas muchas que van en línea con dejar de ser el granero del mundo para ser un supermercado del mundo y hasta el gourmet del mundo.
macri,¿Qué significa?
macri,Que con nuestras materias primas valiosas nuestras harinas nuestra azúcar nuestra soja nuestro maíz nuestra energía tenemos que agregarle valor.
macri,Y agregarle valor es sumar trabajo para los argentinos.
macri,Y esto es lo que nos lleva a reducir la pobreza eso nos va a sacar a ese tercio de argentinos de la desesperación y la exclusión.
macri,Pero para eso también – lo hablábamos recién con los accionistas – tenemos que sentarnos alrededor de una mesa gobierno sindicatos empresarios y encontrar cómo logramos mejorar la productividad de nuestro país eso que llamaba el General Perón: “la estrella Polar de la Argentina” que no es más ni menos que lo que mismo que dijimos antes.
macri,Productividad finalmente es que cada uno haga su máximo esfuerzo que haga las cosas lo mejor posible.
macri,Y el primero es el gobierno este gobierno y los futuros gobiernos porque el mayor impedimento hoy es un Estado que daba mucho más de lo que ayuda obstaculiza más que lo que fomenta y en eso tenemos que trabajar también en estas Mesas de la Producción y el Trabajo.
macri,Y lo primero es bajar el costo del capital porque cuanto mayor financiamiento hay más máquinas se van a comprar más fábricas se van a hacer mejor financiamiento para aquel que quiera comprar alfajores o lo que sea vamos a poderle dar y para eso es fundamental reducir el déficit fiscal.
macri,¿Qué es el déficit fiscal?
macri,Lo que hace ustedes en su casa: si cada uno de ustedes gastase mucho más de lo que gana tendrán problemas enormes en sus casas.
macri,Y esto es lo que está haciendo la Argentina a través del tiempo con distintos gobiernos y eso nos ha hecho mal nos hace frágiles ante cualquier cambio en el mundo.
macri,Entonces tenemos que sentarnos a una mesa y empezar a escuchar que cada uno de los que se sienta alrededor de esa mesa dice en qué va a ceder para generar una prioridad que nos lleve a un mejor futuro.
macri,Y no cada uno sentarse ahí a ver qué más puede sacar porque ya estamos pasados ya no alcanza.
macri,Y además tenemos que bajar los impuestos especialmente los impuestos al trabajo que condenan a la mitad de los argentinos a trabajar en negro.
macri,Tenemos impuestos al trabajo de los más altos del mundo y tenemos que mejorar la logística la infraestructura tenemos que conectar este grande y maravilloso país.
macri,Porque si los camiones de Havanna pueden viajar en menos tiempo y más seguros también van a poder más gentes comprar más barato más alfajores.
macri,Ayer en una reunión de transporte nos comentaba el ministro Dietrich que hicimos una pequeña obra que se reclamaba hace cinco o seis años o más en Tucumán en el aeropuerto porque la base estaba mal donde los aviones paraban a cargar y se hundían los aviones de carga con lo cual cada vez se exportaban menos arándanos porque cada vez se podía llenar menos el avión porque cada vez se hundía más fácil con menos kilos y con poco dinero en término de lo que se generó este año exportamos 60 por ciento más de arándanos y el año que viene vamos a aumentar lo mismo otra vez.
macri,¿Y saben cuántos puestos de trabajo representó esa pequeña obra que hicimos?
macri,Más de 20.000 puestos de trabajo en Tucumán.
