president,sentence
macri,Por eso yo quiero nuevamente acá en Córdoba agradecerles a los argentinos por ese nivel de maduración de entendimiento donde no sólo es Córdoba que debo reconocer que siempre ha tenido una enorme capacidad de liderazgo sino que es en todo el país.
macri,Pero una parte central de todo lo que descubrimos que podemos hacer lo que ustedes los cordobeses inventaron del “sí se puede” en aquel acto del final de la primera vuelta de elecciones depende de herramientas claves centrales que son como se dijo acá la capacidad de conectarnos de comunicarnos en forma virtual y en forma física.
macri,Y por eso es que lo hemos puesto como un eje central en nuestro plan de gobierno que va desde lo que están haciendo Oscar Aguad y Rodrigo De Loredo en ARSAT conectando cientos de pueblos que hoy no tienen acceso a internet esta herramienta clave en el siglo XXI y así mejorarla en todo el país; como también el Plan Argentina País Digital que están haciendo los municipios y las gobernaciones con el Gobierno Nacional todos juntos trabajando en que las herramientas que se tienen a nivel nacional las tenga hasta el último municipio de la Argentina no sólo para conectarse con su gobernación con el Gobierno Nacional sino con cada uno de los argentinos.
macri,Y lo mismo necesitamos físicamente porque por más que en el siglo XXI las comunicaciones hayan revolucionado todo seguimos necesitando a veces vernos la cara darnos la mano verificar lo que arreglamos y en lo que estamos invirtiendo en lo que estamos trabajando.
macri,Este es un país muy pero muy grande y tiene niveles de desconexión que son inimaginables.
macri,Cuando uno compara con la región nuestros países vecinos tienen más de tres veces cantidad de vuelos por habitante que nosotros; es increíble y eso lleva a algo más triste y doloroso que además como no hemos tenido -pero vamos a tener- rutas seguras suficiente cantidad de autovías hemos visto cómo miles y miles de argentinos han perdido la vida sistemáticamente año tras año tratando de conectarse.
macri,Pero el desafío que hemos asumido con el ministro Dietrich es realmente conectar con este maravilloso y amplio espacio aéreo a toda la Argentina.
macri,Por eso esta obra hoy no es una obra aislada ésta es una de muchas obras que estamos encarando para tener una red de aeropuertos cada vez más moderna cada vez más internacional porque también como decía el Gobernador queremos que cada provincia con el correr del tiempo pueda conectarse directamente también con el mundo para potenciar su relación sus capacidades su crecimiento.
macri,Creo que lo de hoy es un paso adelante muy grande por la ubicación geográfica de Córdoba por esta clara concepción de que tiene y va a ser un hub para todo el país porque las primeras cosas que hemos hecho ya empezaron a funcionar muy bien.
macri,Hoy tenemos -hace sólo un par de meses- un vuelo a Ushuaia-Córdoba-Salta algo que parecía que nunca se iba a poder tener algo tan obvio como conectar el norte con el sur a través de Córdoba y no a través de Buenos Aires y ha sido un éxito absoluto; más de cien mil personas han viajado en menos de un mes.
macri,Y también hemos arrancado Córdoba-Resistencia Córdoba-Puerto Seguro en Brasil -ese es el que conecta con Trancoso un lugar maravilloso y toda esa zona de Brasil-.
macri,No tengo duda de que va a ser una herramienta muy valiosa para que toda esta capacidad productiva que hay en Córdoba y en el resto del país se pueda conectar con el mundo.
macri,Y también después de diecinueve años Aerolíneas vuelve a volar a Río Cuarto eso va a ser el 5 de septiembre.
macri,Ahí estamos hablando de más de 600 mil personas si le agregamos también Mercedes en San Luis algunas decenas de miles más también que van a tener la posibilidad de conectarse y volar todos los días de la semana y programar su vida de otra manera.
macri,Pero también en línea con lo que hablábamos de infraestructura faltante nos hemos comprometido con el Gobierno de la provincia a poner 3 mil millones para terminar la autovía Río Cuarto-Córdoba de la Ruta 36 que es otra deuda de décadas que tiene Córdoba.
macri,Y también la autovía de Río Cuarto a Holmberg que es una ciudad satélite que tienen en Río Cuarto y hacer rutas seguras hasta Villa Mercedes y lo mismo hasta Villa María en una nueva traza que esperamos en unos años más también transformarla en autovía.
macri,Pero estas son algunas de todas las infraestructuras que son necesarias tanto las del Plan Belgrano para el norte como todas las del núcleo central y del sur de la Argentina.
macri,Y estoy seguro de que si seguimos transformando todo lo que podamos el esfuerzo que hacemos pagando impuestos en inversiones que generen futuro eso es lo que genera el cambio.
macri,No es lo mismo -lo hablamos siempre con el Gobernador con el Intendente- gastar que invertir.
macri,Cuando uno gasta tal vez resuelve alguna angustia pero no genera futuro; cuando uno invierte en este tipo de infraestructuras en mejorar nuestras escuelas nuestros hospitales en capacitar mejor y equipar mejor a nuestra Policía ahí uno está generando futuro.
macri,Y en ese compromiso necesitamos trabajar todos juntos; hoy nos vienen a visitar todos los Gobernadores porque necesitamos asumir también una responsabilidad fiscal que se ha perdido que se había perdido como rumbo en la Argentina y que nos va a llevar unos años volver a poner todo en caja; siempre en una forma gradual -aunque algunos digan que no es gradual-.
macri,El desfasaje fue tan grande que estos pequeños cambios que hemos hecho parecen mucho más shockeantes de lo que realmente se necesitaría dado el nivel del desfasaje.
macri,Pero bueno la realidad es que estamos convencidos de que éste es el camino; que además este camino potencia una herramienta que está subdesarrollada una capacidad del país que está totalmente subdesarrollada que es la capacidad turística.
macri,La Argentina es un país maravilloso que tiene millones de cosas lindas aun fuera de Córdoba y que merecen ser visitadas; queremos que el mundo las conozca y para eso necesitamos infraestructura necesitamos conectarnos necesitamos que no todo pase por la Ciudad de Buenos Aires.
macri,Y en ese camino estamos comprometidos porque esa industria sin chimeneas también puede generar cientos de miles de puestos de trabajo; y el trabajo es el camino el trabajo es la solución a los problemas de exclusión de injusticia social de pobreza que tenemos en el país.
macri,Y lo bueno es que tenemos ganas de emprender que es verdad que hemos tomado la decisión de que es aquí y es ahora.
macri,Y depende de nosotros eso es lo que hemos finalmente entendido: que no sirve buscar un culpable no sirve estar siempre quejándose de lo que nos pasa sino que lo que sirve es buscar cuál es la solución a nuestro problema porque tenemos gracias a Dios la capacidad de llevarla a cabo.
macri,Así que gracias felicitaciones Aeropuertos Argentina 2000 y espero que como se comprometió acá Di Stéfano que mostró un montón de renders esto se multiplique a gran velocidad en los próximos años; porque hacen falta buenos equipados y modernos aeropuertos en todo el país.
macri,Muchas gracias a todos y a seguir trabajando.
macri,PALABRAS DEL PRESIDENTE DE LA NACIÓN MAURICIO MACRI EN LA FIRMA DE CONVENIOS PARA INVERSIONES EN VACA MUERTA EN EL SALÓN BLANCO DE LA CASA ROSADA Buenas tardes una alegría tenerlos acá nuevamente.
macri,Hace algunas semanas sorprendimos a muchos gratamente por suerte porque últimamente en la Argentina durante años hemos dado sorpresas no gratas en este caso ha sido una noticia positiva de mucho futuro en la cual nos comprometíamos básicamente a trabajar juntos todos los sectores involucrados alrededor de una parte importante del futuro del país del futuro de la energía del país que es la energía no convencional.
macri,Y faltaba en este camino de trabajo y de diálogo el terminar de acordar los términos con las organizaciones de trabajo con los trabajadores que requerían unas semanas más pero estábamos tan confiados en el trabajo que estábamos haciendo que lo quisimos anunciar igual porque sabíamos que esto se hacía desde el compromiso desde entendimiento de que es bueno para todos los argentinos porque no sólo esto va a traer muchísimo trabajo para Neuquén para las zonas aledañas sino que además potencia el futuro del resto de la Argentina porque con energía podemos crecer podemos desarrollarnos y de esa manera reducir la pobreza que claramente es el principal objetivo que tenemos como Gobierno y como Nación.
macri,Y esto lo logramos porque nos animamos a creer en esta fuerza impresionante que tiene el diálogo sobre bases de credibilidad diciendo la verdad respetándonos sentándonos en la mesa y tratando de ver cada uno las cosas desde el lado que lo ve el otro y así llegar a este acuerdo que va a permitir desarrollar una reserva maravillosa que tiene la Argentina dicen que es tal vez la segunda reserva de gas del mundo la cuarta de petróleo no convencional e insisto eso abre puertas a el desarrollo no sólo del trabajo directo sino de industrias alrededor de esto En eso tuvimos un compromiso todos: los gremios liderados por Guillermo y por Manuel aceptando mejorar modernizar la realización del trabajo para lograr mayor eficiencia; las empresas lideradas YPF con Panamerican con Total con Exxon con Shell son varias y esperemos que cada vez vengan más apostando con estos acuerdos a invertir miles de millones de dólares por año y que de esta manera logremos salir de algo que todavía nos cuesta entender por qué nos pasó; porque cada uno de esos barcos que ingresaron a la Argentina trayendo gas fueron cientos de puestos de trabajo de argentinos que perdimos cuando nosotros tenemos el gas con lo cual es como inexplicable por qué hicimos algo en contra de nosotros mismos.
macri,Eso enmarañó todo y generó en el sector un enorme nivel de tensión de incapacidad de intolerancia de falta de diálogo que lo hemos logrado recuperar.
